Term , Document , Weight
lines , 400 , 1.0
lines , 1082 , 1.0
lines , 132 , 1.0
lines , 1442 , 1.0
lines , 661 , 1.0
lines , 1265 , 1.0
lines , 1121 , 1.0
lines , 980 , 2.0
lines , 270 , 1.0
lines , 707 , 1.0
lines , 413 , 1.0
lines , 1196 , 1.0
lines , 151 , 1.0
lines , 1408 , 1.0
lines , 760 , 1.0
lines , 641 , 1.0
lines , 438 , 1.0
lines , 942 , 1.0
lines , 607 , 1.0
lines , 555 , 1.0
lines , 796 , 1.0
lines , 1385 , 1.0
choosespotential , 680 , 1.0
summarizing , 960 , 1.0
summarizing , 1450 , 1.0
automaticinformation , 1382 , 1.0
notifications , 820 , 1.0
notifications , 720 , 1.0
otheradvanced , 1318 , 1.0
bodyof , 173 , 1.0
bodyof , 1407 , 1.0
becoming , 120 , 1.0
becoming , 589 , 3.0
becoming , 847 , 1.0
becoming , 433 , 1.0
becoming , 415 , 1.0
becoming , 1189 , 1.0
becoming , 116 , 1.0
becoming , 1314 , 1.0
becoming , 6 , 1.0
becoming , 126 , 1.0
becoming , 122 , 1.0
becoming , 156 , 1.0
becoming , 165 , 1.0
becoming , 555 , 1.0
becoming , 323 , 1.0
becoming , 584 , 1.0
retrospective , 507 , 1.0
retrospective , 1078 , 1.0
retrospective , 773 , 1.0
retrospective , 495 , 1.0
retrospective , 703 , 1.0
retrospective , 1367 , 1.0
retrospective , 511 , 1.0
retrospective , 503 , 1.0
retrospective , 467 , 1.0
retrospective , 922 , 1.0
retrospective , 520 , 3.0
retrospective , 897 , 1.0
retrospective , 529 , 1.0
retrospective , 1396 , 1.0
retail , 1143 , 1.0
retail , 879 , 1.0
retail , 831 , 1.0
displaying , 1196 , 1.0
displaying , 606 , 1.0
theindex , 825 , 1.0
aconstitutionally , 1458 , 1.0
bechecked , 816 , 1.0
andabstracting , 588 , 1.0
andabstracting , 1363 , 1.0
researchdepartment , 158 , 1.0
elms , 593 , 2.0
eminent , 1346 , 1.0
eminent , 103 , 1.0
eminent , 88 , 2.0
150 , 1460 , 1.0
150 , 1090 , 1.0
eventuallystandards , 1043 , 1.0
scienceneeds , 137 , 1.0
toconvey , 412 , 1.0
associatedwith , 958 , 1.0
associatedwith , 433 , 1.0
detracting , 414 , 1.0
foremost , 232 , 1.0
foremost , 1258 , 1.0
presses , 548 , 1.0
presses , 226 , 1.0
thedevelopment , 1442 , 1.0
thedevelopment , 227 , 1.0
thedevelopment , 399 , 1.0
thedevelopment , 1192 , 1.0
thedevelopment , 1114 , 1.0
thedevelopment , 1081 , 1.0
thedevelopment , 909 , 1.0
thedevelopment , 849 , 1.0
thedevelopment , 960 , 1.0
thedevelopment , 610 , 1.0
thedevelopment , 1311 , 1.0
thedevelopment , 161 , 1.0
volunteer , 1206 , 1.0
encyclopedia , 375 , 1.0
encyclopedia , 592 , 1.0
encyclopedia , 1426 , 1.0
encyclopedia , 517 , 1.0
encyclopedia , 376 , 1.0
useare , 31 , 1.0
todrawing , 818 , 1.0
showedclearly , 1393 , 1.0
mathematically , 445 , 2.0
mathematically , 751 , 1.0
mathematically , 564 , 1.0
havechosen , 1027 , 1.0
concerninginterface , 626 , 1.0
types , 977 , 1.0
types , 310 , 1.0
types , 1267 , 1.0
types , 182 , 1.0
types , 544 , 3.0
types , 400 , 1.0
types , 1351 , 2.0
types , 447 , 1.0
types , 19 , 1.0
types , 362 , 1.0
types , 552 , 3.0
types , 321 , 1.0
types , 1340 , 2.0
types , 702 , 1.0
types , 1115 , 1.0
types , 504 , 1.0
types , 295 , 1.0
types , 1020 , 1.0
types , 802 , 2.0
types , 870 , 1.0
types , 1118 , 1.0
types , 773 , 1.0
types , 1346 , 1.0
types , 1350 , 1.0
types , 35 , 1.0
types , 341 , 1.0
types , 781 , 1.0
types , 1378 , 1.0
types , 665 , 1.0
types , 890 , 1.0
types , 375 , 1.0
types , 248 , 2.0
types , 364 , 1.0
types , 445 , 1.0
types , 472 , 2.0
types , 1141 , 1.0
types , 360 , 1.0
types , 808 , 2.0
types , 820 , 1.0
types , 431 , 1.0
types , 6 , 2.0
types , 788 , 1.0
types , 954 , 1.0
types , 17 , 1.0
types , 397 , 2.0
types , 1439 , 1.0
types , 1450 , 1.0
types , 405 , 1.0
types , 58 , 1.0
types , 539 , 1.0
types , 683 , 1.0
types , 499 , 1.0
types , 467 , 1.0
types , 1040 , 3.0
types , 1321 , 1.0
types , 1073 , 1.0
types , 311 , 1.0
types , 488 , 1.0
types , 210 , 1.0
types , 1292 , 1.0
types , 402 , 1.0
types , 1347 , 1.0
types , 531 , 2.0
types , 412 , 2.0
types , 655 , 1.0
types , 1105 , 1.0
types , 838 , 1.0
types , 581 , 2.0
types , 130 , 1.0
types , 105 , 1.0
types , 722 , 1.0
types , 323 , 1.0
types , 1423 , 1.0
types , 1363 , 2.0
types , 709 , 1.0
types , 1396 , 2.0
types , 682 , 1.0
randcorporation , 166 , 1.0
agriculturalsubsystems , 1456 , 1.0
threefalse , 581 , 1.0
philosopher , 1227 , 1.0
excess , 559 , 1.0
senior , 93 , 1.0
senior , 843 , 2.0
senior , 166 , 1.0
senior , 340 , 1.0
senior , 1070 , 1.0
pontryagin , 1201 , 1.0
phobes , 92 , 1.0
investmenton , 559 , 1.0
authorship , 904 , 3.0
authorship , 103 , 1.0
authorship , 616 , 1.0
authorship , 88 , 1.0
1distinct , 1184 , 1.0
retrievedand , 810 , 1.0
gatheringinstruments , 9 , 1.0
breadthand , 1021 , 1.0
continues , 1057 , 1.0
continues , 816 , 1.0
continues , 1421 , 1.0
continues , 408 , 1.0
continues , 413 , 1.0
continues , 140 , 1.0
continues , 1255 , 1.0
continues , 92 , 1.0
continues , 129 , 1.0
continues , 136 , 1.0
fiestas , 1237 , 1.0
obligation , 8 , 1.0
obligation , 22 , 1.0
foreseeable , 1252 , 1.0
emerges , 1259 , 1.0
emerges , 1342 , 1.0
harvardbusiness , 1186 , 1.0
todaywithin , 98 , 1.0
see , 158 , 1.0
see , 89 , 1.0
see , 411 , 1.0
see , 104 , 1.0
see , 825 , 1.0
see , 399 , 1.0
see , 1346 , 1.0
see , 634 , 1.0
see , 159 , 2.0
see , 1443 , 1.0
see , 137 , 1.0
see , 257 , 1.0
see , 1379 , 1.0
see , 70 , 1.0
see , 791 , 1.0
see , 438 , 1.0
see , 660 , 2.0
isnecessary , 1181 , 1.0
commercialized , 436 , 1.0
lending , 12 , 1.0
lending , 1192 , 1.0
lending , 550 , 1.0
lending , 788 , 1.0
lending , 394 , 2.0
lending , 210 , 1.0
lending , 831 , 1.0
lending , 371 , 2.0
lending , 789 , 1.0
lending , 1055 , 1.0
lending , 1008 , 1.0
lending , 551 , 4.0
lending , 757 , 1.0
itimproved , 139 , 1.0
plansand , 170 , 1.0
thatlibraries , 1450 , 1.0
scientificpublications , 113 , 1.0
gardens , 264 , 1.0
bekept , 548 , 1.0
utilizes , 620 , 1.0
utilizes , 56 , 1.0
utilizes , 291 , 1.0
commodating , 686 , 1.0
vigorous , 821 , 1.0
vigorous , 735 , 1.0
vigorous , 126 , 1.0
puzzles , 417 , 2.0
graphs , 313 , 1.0
graphs , 727 , 1.0
graphs , 203 , 1.0
graphs , 641 , 1.0
graphs , 1159 , 1.0
graphs , 566 , 1.0
graphs , 1385 , 1.0
informalchannels , 839 , 1.0
prints , 721 , 1.0
prints , 337 , 1.0
motives , 1339 , 1.0
centre , 1435 , 1.0
centre , 773 , 2.0
centre , 1436 , 2.0
centre , 707 , 1.0
centre , 1422 , 1.0
liverpool , 541 , 1.0
conforms , 681 , 1.0
forcompression , 1446 , 1.0
exhibit , 566 , 1.0
exhibit , 329 , 1.0
exhibit , 107 , 1.0
exhibit , 1270 , 1.0
formaldefinition , 1037 , 1.0
light , 870 , 1.0
light , 1334 , 1.0
light , 540 , 1.0
light , 1215 , 1.0
light , 398 , 1.0
light , 1212 , 1.0
light , 924 , 1.0
light , 1443 , 1.0
light , 434 , 1.0
light , 1343 , 1.0
light , 483 , 1.0
light , 1190 , 1.0
light , 18 , 1.0
light , 1191 , 1.0
light , 1445 , 1.0
decisionrules , 115 , 1.0
contemplated , 1318 , 1.0
patients , 624 , 1.0
demand , 977 , 1.0
demand , 541 , 1.0
demand , 941 , 1.0
demand , 523 , 1.0
demand , 1042 , 1.0
demand , 201 , 1.0
demand , 186 , 1.0
demand , 816 , 1.0
demand , 1404 , 1.0
demand , 631 , 1.0
demand , 65 , 1.0
demand , 1056 , 1.0
demand , 775 , 1.0
demand , 1099 , 1.0
demand , 954 , 1.0
demand , 267 , 1.0
demand , 1149 , 1.0
demand , 879 , 1.0
demand , 376 , 1.0
demand , 354 , 1.0
demand , 831 , 3.0
demand , 789 , 1.0
demand , 1055 , 1.0
demand , 748 , 1.0
demand , 1277 , 1.0
demand , 1094 , 1.0
demand , 453 , 1.0
demand , 380 , 1.0
demand , 1428 , 1.0
demand , 1258 , 1.0
demand , 811 , 2.0
predominate , 1337 , 1.0
subaspects , 1069 , 1.0
personto , 2 , 1.0
collegelibrary , 303 , 1.0
collegelibrary , 947 , 1.0
collegelibrary , 951 , 1.0
imperative , 477 , 2.0
imperative , 1034 , 1.0
repot , 4 , 1.0
eachof , 1066 , 1.0
describing , 19 , 1.0
describing , 1299 , 1.0
describing , 1118 , 1.0
describing , 1143 , 1.0
describing , 233 , 1.0
describing , 16 , 1.0
describing , 951 , 1.0
describing , 1443 , 1.0
describing , 1422 , 1.0
describing , 808 , 1.0
describing , 82 , 1.0
describing , 815 , 1.0
describing , 785 , 1.0
describing , 1418 , 1.0
describing , 1381 , 1.0
describing , 797 , 1.0
punch , 848 , 1.0
envy , 132 , 1.0
dove , 21 , 1.0
campus , 1143 , 1.0
campus , 928 , 1.0
campus , 1425 , 1.0
campus , 1400 , 1.0
campus , 1212 , 1.0
campus , 297 , 1.0
campus , 879 , 1.0
bibles , 517 , 1.0
havediscussed , 1090 , 1.0
newerapproaches , 241 , 1.0
call , 169 , 1.0
call , 1224 , 1.0
call , 121 , 1.0
call , 22 , 1.0
call , 1197 , 1.0
call , 263 , 1.0
call , 6 , 1.0
call , 656 , 1.0
call , 173 , 1.0
call , 96 , 1.0
call , 734 , 1.0
call , 965 , 1.0
call , 226 , 1.0
call , 91 , 1.0
call , 964 , 1.0
theconsequent , 821 , 1.0
tosuggest , 1430 , 1.0
tosuggest , 205 , 1.0
restrictiveassumptions , 568 , 1.0
coordinatebasis , 600 , 1.0
fieldoften , 1020 , 1.0
thata , 1417 , 1.0
asking , 768 , 1.0
asking , 475 , 1.0
asking , 928 , 1.0
asking , 156 , 1.0
asking , 210 , 1.0
asking , 52 , 1.0
figureson , 782 , 1.0
intricacies , 888 , 1.0
personnelwork , 1205 , 1.0
ismathematically , 748 , 1.0
anddiscipline , 964 , 1.0
todefine , 1358 , 1.0
andreading , 8 , 1.0
andreading , 387 , 1.0
limit , 324 , 1.0
limit , 1134 , 1.0
limit , 1265 , 1.0
limit , 1325 , 1.0
limit , 1336 , 1.0
limit , 1203 , 1.0
limit , 293 , 1.0
limit , 965 , 1.0
limit , 594 , 1.0
limit , 1072 , 1.0
limit , 1423 , 1.0
viewpoints , 1269 , 1.0
viewpoints , 112 , 1.0
viewpoints , 93 , 1.0
204 , 86 , 1.0
essence , 662 , 1.0
essence , 1173 , 1.0
essence , 1459 , 2.0
predators , 21 , 1.0
attemptsto , 404 , 1.0
attemptsto , 120 , 1.0
attemptsto , 1192 , 1.0
against , 813 , 3.0
against , 19 , 1.0
against , 469 , 1.0
against , 751 , 1.0
against , 407 , 1.0
against , 244 , 1.0
against , 491 , 1.0
against , 448 , 1.0
against , 883 , 1.0
against , 954 , 1.0
against , 759 , 1.0
against , 145 , 1.0
against , 195 , 1.0
against , 1073 , 1.0
against , 564 , 1.0
against , 160 , 1.0
against , 272 , 1.0
against , 893 , 1.0
against , 305 , 1.0
recordof , 252 , 1.0
transaction , 386 , 2.0
transaction , 394 , 1.0
transaction , 739 , 1.0
orarticulated , 1259 , 1.0
goodness , 1234 , 1.0
sufficiently , 869 , 1.0
sufficiently , 769 , 1.0
sufficiently , 1243 , 1.0
sufficiently , 1427 , 1.0
sufficiently , 742 , 1.0
sufficiently , 340 , 1.0
sufficiently , 252 , 1.0
sufficiently , 430 , 1.0
3 , 885 , 1.0
3 , 735 , 3.0
3 , 997 , 1.0
3 , 589 , 2.0
3 , 836 , 1.0
3 , 501 , 1.0
3 , 135 , 1.0
3 , 869 , 1.0
3 , 523 , 1.0
3 , 674 , 1.0
3 , 1060 , 1.0
3 , 743 , 3.0
3 , 269 , 1.0
3 , 132 , 1.0
3 , 613 , 1.0
3 , 936 , 1.0
3 , 399 , 1.0
3 , 988 , 1.0
3 , 1039 , 1.0
3 , 61 , 1.0
3 , 776 , 1.0
3 , 928 , 1.0
3 , 646 , 1.0
3 , 728 , 1.0
3 , 949 , 1.0
3 , 1028 , 1.0
3 , 24 , 1.0
3 , 888 , 1.0
3 , 1265 , 1.0
3 , 970 , 1.0
3 , 903 , 2.0
3 , 1164 , 1.0
3 , 873 , 1.0
3 , 1404 , 1.0
3 , 274 , 1.0
3 , 330 , 2.0
3 , 403 , 1.0
3 , 1415 , 2.0
3 , 653 , 1.0
3 , 924 , 1.0
3 , 248 , 1.0
3 , 1335 , 1.0
3 , 1331 , 1.0
3 , 820 , 1.0
3 , 788 , 1.0
3 , 883 , 1.0
3 , 656 , 1.0
3 , 111 , 1.0
3 , 1450 , 1.0
3 , 405 , 1.0
3 , 225 , 1.0
3 , 389 , 1.0
3 , 1051 , 1.0
3 , 109 , 1.0
3 , 189 , 1.0
3 , 260 , 1.0
3 , 311 , 1.0
3 , 1014 , 1.0
3 , 86 , 1.0
3 , 1252 , 1.0
3 , 1055 , 2.0
3 , 198 , 1.0
3 , 871 , 2.0
3 , 958 , 1.0
3 , 506 , 1.0
3 , 1038 , 1.0
3 , 187 , 1.0
3 , 345 , 1.0
3 , 1369 , 2.0
3 , 1162 , 1.0
3 , 570 , 1.0
3 , 30 , 1.0
3 , 524 , 2.0
3 , 1124 , 1.0
3 , 41 , 1.0
3 , 1054 , 1.0
3 , 868 , 2.0
3 , 614 , 3.0
3 , 893 , 1.0
3 , 629 , 1.0
3 , 119 , 1.0
3 , 358 , 1.0
3 , 1075 , 1.0
quarters , 977 , 1.0
quarters , 298 , 1.0
quarters , 951 , 1.0
quarters , 788 , 1.0
quarters , 308 , 1.0
quarters , 1211 , 1.0
quarters , 1311 , 2.0
thehypothesis , 661 , 1.0
leadto , 1262 , 1.0
leadto , 222 , 1.0
basis , 67 , 1.0
basis , 713 , 1.0
basis , 93 , 1.0
basis , 544 , 1.0
basis , 164 , 1.0
basis , 1216 , 1.0
basis , 77 , 1.0
basis , 762 , 1.0
basis , 269 , 1.0
basis , 556 , 1.0
basis , 1071 , 1.0
basis , 959 , 1.0
basis , 613 , 1.0
basis , 1442 , 1.0
basis , 585 , 2.0
basis , 407 , 1.0
basis , 227 , 1.0
basis , 855 , 1.0
basis , 821 , 1.0
basis , 1407 , 1.0
basis , 123 , 1.0
basis , 617 , 1.0
basis , 296 , 1.0
basis , 903 , 2.0
basis , 192 , 1.0
basis , 940 , 1.0
basis , 801 , 1.0
basis , 634 , 1.0
basis , 522 , 2.0
basis , 1103 , 1.0
basis , 419 , 1.0
basis , 228 , 1.0
basis , 43 , 1.0
basis , 259 , 1.0
basis , 479 , 1.0
basis , 185 , 1.0
basis , 1218 , 1.0
basis , 636 , 1.0
basis , 979 , 1.0
basis , 759 , 1.0
basis , 662 , 1.0
basis , 1408 , 1.0
basis , 644 , 1.0
basis , 1244 , 1.0
basis , 539 , 1.0
basis , 376 , 1.0
basis , 1281 , 1.0
basis , 767 , 1.0
basis , 1010 , 1.0
basis , 1357 , 1.0
basis , 260 , 1.0
basis , 1418 , 1.0
basis , 365 , 1.0
basis , 1241 , 1.0
basis , 1292 , 1.0
basis , 790 , 2.0
basis , 937 , 1.0
basis , 294 , 1.0
basis , 482 , 1.0
basis , 1049 , 1.0
basis , 1337 , 1.0
basis , 1355 , 1.0
basis , 489 , 1.0
basis , 621 , 1.0
basis , 1127 , 1.0
basis , 660 , 1.0
basis , 1308 , 1.0
basis , 590 , 1.0
basis , 299 , 1.0
basis , 323 , 1.0
basis , 1155 , 1.0
basis , 85 , 1.0
basis , 584 , 1.0
basis , 1130 , 1.0
basis , 643 , 1.0
basis , 229 , 1.0
basis , 1191 , 1.0
basis , 1402 , 1.0
basis , 1341 , 1.0
basis , 709 , 1.0
basis , 577 , 1.0
basis , 358 , 1.0
rapidlyexpanding , 947 , 1.0
evaluative , 353 , 1.0
evaluative , 474 , 1.0
evaluative , 1377 , 1.0
evaluative , 755 , 1.0
evaluative , 610 , 1.0
productivity , 515 , 1.0
productivity , 822 , 1.0
productivity , 602 , 1.0
productivity , 166 , 1.0
productivity , 765 , 1.0
productivity , 379 , 1.0
productivity , 103 , 2.0
productivity , 281 , 2.0
productivity , 1345 , 1.0
productivity , 108 , 4.0
productivity , 759 , 1.0
productivity , 1200 , 2.0
productivity , 1418 , 5.0
productivity , 81 , 1.0
productivity , 748 , 1.0
productivity , 1344 , 1.0
productivity , 440 , 1.0
atone , 228 , 1.0
dimension , 66 , 1.0
dimension , 713 , 1.0
dimension , 412 , 1.0
tofurnish , 1380 , 1.0
tofurnish , 319 , 1.0
showing , 981 , 1.0
showing , 869 , 1.0
showing , 40 , 1.0
showing , 727 , 1.0
showing , 776 , 2.0
showing , 812 , 1.0
showing , 1169 , 1.0
showing , 126 , 1.0
showing , 573 , 1.0
showing , 1456 , 1.0
showing , 643 , 1.0
tell , 131 , 1.0
tell , 1212 , 2.0
tell , 634 , 1.0
isadvised , 1051 , 1.0
chainprocedure , 1215 , 1.0
fundamentaleffects , 327 , 1.0
correctthe , 409 , 1.0
processeswhich , 177 , 1.0
salable , 942 , 1.0
investigative , 1357 , 1.0
prepunched , 675 , 1.0
describein , 1285 , 1.0
detrimentto , 458 , 1.0
detrimentto , 538 , 1.0
interestamong , 197 , 1.0
75that , 145 , 1.0
coates , 825 , 1.0
expanding , 381 , 1.0
expanding , 692 , 1.0
expanding , 560 , 1.0
expanding , 293 , 1.0
expanding , 947 , 1.0
word , 507 , 1.0
word , 1267 , 2.0
word , 589 , 2.0
word , 608 , 1.0
word , 649 , 1.0
word , 321 , 1.0
word , 450 , 1.0
word , 1261 , 1.0
word , 798 , 1.0
word , 1091 , 7.0
word , 1118 , 1.0
word , 1323 , 1.0
word , 329 , 1.0
word , 512 , 1.0
word , 26 , 3.0
word , 390 , 1.0
word , 68 , 1.0
word , 1215 , 1.0
word , 79 , 4.0
word , 341 , 1.0
word , 350 , 1.0
word , 476 , 1.0
word , 1045 , 1.0
word , 680 , 2.0
word , 653 , 3.0
word , 71 , 4.0
word , 1240 , 1.0
word , 946 , 1.0
word , 1314 , 1.0
word , 636 , 1.0
word , 49 , 1.0
word , 1309 , 1.0
word , 386 , 1.0
word , 687 , 1.0
word , 644 , 1.0
word , 315 , 1.0
word , 483 , 1.0
word , 571 , 1.0
word , 149 , 1.0
word , 1358 , 1.0
word , 402 , 1.0
word , 1388 , 1.0
word , 1381 , 2.0
word , 1222 , 1.0
word , 791 , 1.0
word , 160 , 1.0
word , 807 , 1.0
word , 677 , 1.0
word , 489 , 1.0
word , 1366 , 2.0
word , 688 , 1.0
word , 478 , 1.0
word , 1124 , 1.0
word , 150 , 1.0
word , 420 , 1.0
word , 643 , 1.0
word , 1144 , 2.0
word , 131 , 1.0
word , 577 , 1.0
made , 858 , 1.0
made , 34 , 1.0
made , 624 , 1.0
made , 388 , 2.0
made , 817 , 1.0
made , 1401 , 1.0
made , 1394 , 1.0
made , 664 , 1.0
made , 93 , 1.0
made , 147 , 2.0
made , 616 , 1.0
made , 12 , 1.0
made , 1101 , 1.0
made , 541 , 1.0
made , 768 , 1.0
made , 124 , 1.0
made , 84 , 1.0
made , 307 , 1.0
made , 1430 , 1.0
made , 170 , 1.0
made , 794 , 1.0
made , 649 , 1.0
made , 1147 , 1.0
made , 1198 , 1.0
made , 1208 , 1.0
made , 433 , 1.0
made , 321 , 1.0
made , 1340 , 1.0
made , 4 , 1.0
made , 373 , 1.0
made , 783 , 1.0
made , 743 , 1.0
made , 269 , 1.0
made , 486 , 1.0
made , 104 , 1.0
made , 90 , 1.0
made , 132 , 1.0
made , 1254 , 1.0
made , 959 , 2.0
made , 1273 , 1.0
made , 567 , 1.0
made , 497 , 1.0
made , 346 , 1.0
made , 919 , 1.0
made , 627 , 1.0
made , 291 , 1.0
made , 262 , 1.0
made , 470 , 1.0
made , 769 , 1.0
made , 250 , 1.0
made , 727 , 1.0
made , 1039 , 1.0
made , 843 , 1.0
made , 460 , 1.0
made , 361 , 1.0
made , 382 , 1.0
made , 37 , 1.0
made , 928 , 1.0
made , 217 , 1.0
made , 657 , 1.0
made , 1028 , 1.0
made , 805 , 1.0
made , 209 , 1.0
made , 1265 , 1.0
made , 79 , 1.0
made , 1164 , 1.0
made , 1248 , 2.0
made , 341 , 1.0
made , 583 , 1.0
made , 231 , 1.0
made , 5 , 1.0
made , 861 , 1.0
made , 10 , 1.0
made , 1404 , 1.0
made , 1256 , 1.0
made , 1189 , 1.0
made , 1432 , 1.0
made , 913 , 1.0
made , 742 , 1.0
made , 1081 , 1.0
made , 1367 , 1.0
made , 340 , 1.0
made , 720 , 1.0
made , 1318 , 1.0
made , 270 , 1.0
made , 138 , 1.0
made , 559 , 1.0
made , 530 , 1.0
made , 1158 , 1.0
made , 43 , 3.0
made , 1070 , 1.0
made , 1030 , 2.0
made , 1440 , 1.0
made , 792 , 1.0
made , 1457 , 1.0
made , 1372 , 1.0
made , 292 , 1.0
made , 945 , 1.0
made , 202 , 1.0
made , 185 , 1.0
made , 860 , 1.0
made , 1229 , 1.0
made , 1018 , 1.0
made , 219 , 1.0
made , 360 , 1.0
made , 1218 , 1.0
made , 775 , 1.0
made , 234 , 1.0
made , 923 , 1.0
made , 510 , 1.0
made , 1417 , 1.0
made , 898 , 1.0
made , 557 , 1.0
made , 957 , 2.0
made , 532 , 1.0
made , 1157 , 1.0
made , 348 , 1.0
made , 582 , 1.0
made , 912 , 1.0
made , 17 , 2.0
made , 290 , 2.0
made , 536 , 1.0
made , 31 , 1.0
made , 442 , 1.0
made , 701 , 1.0
made , 151 , 2.0
made , 887 , 1.0
made , 405 , 1.0
made , 184 , 2.0
made , 439 , 2.0
made , 64 , 1.0
made , 1392 , 2.0
made , 499 , 1.0
made , 1051 , 1.0
made , 756 , 1.0
made , 326 , 1.0
made , 1073 , 1.0
made , 894 , 2.0
made , 575 , 1.0
made , 1342 , 1.0
made , 600 , 1.0
made , 591 , 1.0
made , 167 , 1.0
made , 1429 , 1.0
made , 789 , 2.0
made , 198 , 1.0
made , 685 , 1.0
made , 482 , 1.0
made , 558 , 1.0
made , 958 , 1.0
made , 531 , 1.0
made , 1038 , 1.0
made , 165 , 1.0
made , 1349 , 1.0
made , 1266 , 1.0
made , 446 , 1.0
made , 489 , 1.0
made , 261 , 1.0
made , 1369 , 1.0
made , 1162 , 1.0
made , 247 , 1.0
made , 719 , 1.0
made , 220 , 1.0
made , 1366 , 1.0
made , 863 , 1.0
made , 496 , 1.0
made , 1016 , 1.0
made , 471 , 1.0
made , 1135 , 1.0
made , 1072 , 1.0
made , 755 , 1.0
made , 1054 , 3.0
made , 1322 , 1.0
made , 828 , 1.0
made , 1026 , 1.0
made , 1231 , 1.0
made , 893 , 1.0
made , 1352 , 1.0
made , 915 , 1.0
made , 1032 , 1.0
made , 796 , 2.0
made , 1374 , 1.0
made , 926 , 1.0
made , 1423 , 1.0
made , 1413 , 1.0
made , 1151 , 1.0
made , 671 , 1.0
made , 1445 , 1.0
made , 576 , 1.0
made , 752 , 1.0
made , 176 , 2.0
haas , 734 , 1.0
drug , 790 , 1.0
drug , 1050 , 1.0
fordissemination , 711 , 1.0
overgrown , 1253 , 1.0
libraryhousekeeping , 177 , 1.0
schoolwas , 624 , 1.0
biological , 619 , 1.0
biological , 813 , 1.0
biological , 580 , 1.0
biological , 604 , 1.0
biological , 609 , 1.0
biological , 233 , 2.0
biological , 21 , 1.0
biological , 729 , 2.0
biological , 1168 , 1.0
biological , 622 , 1.0
biological , 109 , 1.0
biological , 690 , 1.0
biological , 804 , 1.0
biological , 1044 , 1.0
biological , 1055 , 1.0
biological , 160 , 1.0
biological , 807 , 1.0
biological , 150 , 1.0
biological , 971 , 1.0
ofmotivation , 1037 , 1.0
fused , 694 , 1.0
fused , 1233 , 1.0
fused , 1261 , 2.0
threads , 818 , 1.0
threads , 895 , 1.0
appropriations , 932 , 1.0
generalcommunication , 590 , 1.0
asubset , 345 , 1.0
broaderconcept , 94 , 1.0
during , 381 , 1.0
during , 388 , 1.0
during , 169 , 1.0
during , 1362 , 1.0
during , 735 , 1.0
during , 686 , 1.0
during , 124 , 1.0
during , 537 , 1.0
during , 1431 , 1.0
during , 295 , 1.0
during , 944 , 1.0
during , 1031 , 1.0
during , 269 , 1.0
during , 556 , 1.0
during , 132 , 1.0
during , 33 , 1.0
during , 197 , 1.0
during , 966 , 1.0
during , 613 , 1.0
during , 585 , 1.0
during , 821 , 1.0
during , 303 , 1.0
during , 1039 , 1.0
during , 1215 , 1.0
during , 928 , 1.0
during , 1458 , 1.0
during , 973 , 1.0
during , 816 , 1.0
during , 94 , 1.0
during , 1148 , 1.0
during , 5 , 1.0
during , 932 , 1.0
during , 263 , 1.0
during , 1092 , 1.0
during , 945 , 1.0
during , 1335 , 1.0
during , 1454 , 2.0
during , 1069 , 1.0
during , 1286 , 1.0
during , 923 , 3.0
during , 1309 , 1.0
during , 1099 , 1.0
during , 383 , 1.0
during , 241 , 1.0
during , 788 , 1.0
during , 878 , 1.0
during , 759 , 1.0
during , 25 , 2.0
during , 943 , 2.0
during , 133 , 1.0
during , 463 , 1.0
during , 184 , 1.0
during , 64 , 1.0
during , 225 , 1.0
during , 203 , 1.0
during , 1449 , 1.0
during , 1047 , 2.0
during , 178 , 1.0
during , 311 , 1.0
during , 27 , 1.0
during , 1270 , 1.0
during , 791 , 1.0
during , 1377 , 1.0
during , 395 , 1.0
during , 171 , 1.0
during , 1355 , 1.0
during , 594 , 1.0
during , 901 , 1.0
during , 18 , 1.0
during , 222 , 1.0
during , 496 , 1.0
during , 150 , 1.0
during , 614 , 1.0
during , 1231 , 1.0
during , 355 , 1.0
during , 1151 , 1.0
during , 239 , 1.0
forest , 1332 , 1.0
342 , 1097 , 1.0
isisource , 491 , 1.0
cultivated , 100 , 1.0
toformulation , 495 , 1.0
aneven , 1054 , 1.0
photocatalyzed , 971 , 1.0
nll , 782 , 1.0
nll , 760 , 1.0
nll , 777 , 1.0
nll , 1192 , 1.0
953 , 1418 , 1.0
photocomposed , 874 , 1.0
akin , 1393 , 1.0
shaping , 1394 , 1.0
shaping , 1457 , 1.0
shaping , 1322 , 1.0
shaping , 1103 , 1.0
computations , 659 , 2.0
computations , 1204 , 1.0
onlywhere , 1329 , 1.0
alternativehas , 896 , 1.0
iv , 694 , 1.0
iv , 1381 , 1.0
iv , 249 , 1.0
iv , 695 , 1.0
butrarely , 168 , 1.0
bibliographicservices , 496 , 1.0
ameans , 781 , 1.0
ameans , 958 , 1.0
ameans , 1279 , 1.0
usersubgroups , 126 , 1.0
emotional , 242 , 1.0
customers , 947 , 1.0
customers , 1404 , 3.0
customers , 319 , 1.0
presupposeany , 558 , 1.0
itsconsequences , 256 , 1.0
fortechnological , 594 , 1.0
programmerswith , 432 , 1.0
adapts , 1406 , 1.0
lie , 396 , 1.0
lie , 1181 , 1.0
lie , 413 , 1.0
lie , 368 , 1.0
lie , 964 , 1.0
byexponential , 943 , 1.0
reflexivityof , 1389 , 1.0
